tract,county,geo_id,census_name,total_no_income,total_with_income,total_with_income_level1,total_with_income_level2,total_with_income_level3,total_with_income_level4,total_with_income_level5,total_with_income_level6,total_with_income_level7,total_with_income_level8,median_income,state_x,total_population,total_male,total_female,under_5_years,median_age,over_18_years,over_65_years,white,black,native,asian,islander,other_race,more_one_race,latino,housing_units_dp5,num_households_dp2,perc_hh_w_children,avg_household_size,avg_family_size,pop_in_households,pop_in_households_child,pop_enrolled,college_graduates,tot_pop_birth_native,tot_pop_birth_foreign,speaks_english_only,speaks_english_less_very_well,comp_tot_households,comp_tot_households_pc,comp_tot_households_internet,unemployment_rate,work_from_home,median_hh_income_d,average_hh_income_d,hh_social_security,hh_foodstamps_snap,per_capita_income_d,perc_fam_bellow_poverty,perc_ppl_bellow_poverty,occupied_units,occupied_units_owner,occupied_units_no_vehicle,median_owner_cost_unit_mortgage_d,median_owner_cost_unit_no_mortgage_d,rent_burdened_unit_mortgage,rent_burdened_unit_no_mortgage,occupied_median_rent_d,state_y
460200,031,1400000US17031460200,"Census Tract 4602, Cook County, Illinois",135,136,128,33,157,21,25,46,14,57,25855,17,2221,1162,1059,128,39.7,1781,396,880,621,0,0,0,574,146,1543,1272,957,18.1,2.31,3.29,2212,590,445,182,1813,408,930,328,957,741,780,13.6,27,25855,36174,241,415,16221,19.4,31.7,957,454,385,1205,461,170,24,801,17
460301,031,1400000US17031460301,"Census Tract 4603.01, Cook County, Illinois",114,128,97,85,125,28,38,138,81,42,34643,17,3292,1513,1779,292,33.5,2316,480,560,2109,51,8,0,499,65,1145,1469,1152,29.1,2.86,3.88,3292,1241,929,223,2423,869,1813,574,1152,1013,965,12.6,16,34643,47726,347,459,17854,28.0,33.6,1152,566,376,1332,549,123,70,1066,17
460302,031,1400000US17031460302,"Census Tract 4603.02, Cook County, Illinois",120,76,59,76,85,170,65,36,61,20,34740,17,3796,1619,2177,202,33.9,2626,307,469,3164,0,0,0,66,97,195,1719,1167,41.6,3.24,3.76,3784,1610,1254,416,3616,180,3281,79,1167,1089,1035,20.7,131,34740,50850,226,378,16572,32.4,30.8,1167,588,330,1433,673,75,71,960,17
460400,031,1400000US17031460400,"Census Tract 4604, Cook County, Illinois",134,32,40,174,124,0,49,32,42,26,59688,17,3619,1510,2109,343,35.9,2808,614,9,3545,0,14,0,0,51,0,1649,1303,24.7,2.78,3.54,3619,1240,784,505,3525,94,3182,61,1303,1167,1083,15.6,119,59688,64691,458,428,24702,25.4,23.7,1303,642,348,1475,623,111,33,958,17
460500,031,1400000US17031460500,"Census Tract 4605, Cook County, Illinois",411,48,150,39,58,101,56,181,186,196,56530,17,6115,2907,3208,47,44.2,5183,1249,479,5623,0,0,0,0,13,0,3125,2800,17.0,2.18,3.08,6115,1463,961,1490,5805,310,5556,294,2800,2476,2412,9.0,233,56530,67572,954,800,32510,9.1,12.9,2800,1563,683,1575,726,212,89,799,17
460800,031,1400000US17031460800,"Census Tract 4608, Cook County, Illinois",303,160,53,65,27,225,43,109,12,31,32003,17,4599,1862,2737,396,24.0,2672,404,893,2892,0,0,0,492,322,1558,1695,1341,56.7,3.41,3.87,4570,2203,1842,324,3976,623,3005,532,1341,1195,1114,26.9,67,32003,38960,210,667,12026,36.3,45.5,1341,386,514,1584,483,58,32,880,17
461000,031,1400000US17031461000,"Census Tract 4610, Cook County, Illinois",115,274,77,48,58,21,0,0,29,17,14243,17,1284,683,601,38,53.0,1130,503,239,818,7,0,0,83,137,364,935,732,14.2,1.62,3.88,1185,292,175,105,1170,114,999,89,732,432,359,17.4,7,14243,27011,512,448,17059,4.5,36.7,732,67,498,-666666666,568,7,11,515,17
470100,031,1400000US17031470100,"Census Tract 4701, Cook County, Illinois",109,64,41,39,82,98,42,44,17,160,45294,17,2652,1123,1529,115,42.9,2171,606,71,2389,0,0,0,0,192,138,1308,1042,28.4,2.55,3.63,2652,775,464,372,2543,109,2372,29,1042,816,813,21.5,180,45294,63332,433,359,25076,9.4,17.1,1042,556,369,1509,583,39,0,738,17
480100,031,1400000US17031480100,"Census Tract 4801, Cook County, Illinois",89,66,41,62,15,19,76,11,37,42,62583,17,2241,972,1269,161,47.9,1741,515,6,2203,0,0,0,0,32,3,959,945,24.8,2.37,3.41,2241,509,598,483,2188,53,1980,27,945,817,745,7.5,138,62583,70823,389,129,33256,11.8,17.4,945,638,178,1501,488,81,70,904,17
480200,031,1400000US17031480200,"Census Tract 4802, Cook County, Illinois",42,70,32,0,27,18,8,11,15,66,62537,17,1065,432,633,26,50.7,894,277,12,990,0,0,0,11,52,12,716,579,17.3,1.84,3.01,1065,283,185,324,1065,0,1003,0,579,504,472,9.4,96,62537,69094,242,62,38456,7.1,16.2,579,301,152,1737,460,29,30,1188,17
480300,031,1400000US17031480300,"Census Tract 4803, Cook County, Illinois",63,10,57,36,46,3,16,6,46,76,49970,17,1405,620,785,78,40.1,1128,174,11,1366,0,0,0,0,28,41,634,565,29.0,2.48,3.23,1399,545,384,325,1360,45,1288,5,565,536,491,5.8,89,49970,63461,157,134,26921,10.4,15.7,565,286,150,1481,724,22,42,1188,17
480400,031,1400000US17031480400,"Census Tract 4804, Cook County, Illinois",47,51,72,47,20,149,182,29,90,193,85707,17,5346,2248,3098,266,49.7,4541,1444,31,5292,10,0,0,13,0,22,2572,2301,17.8,2.32,3.23,5346,1746,879,1958,5284,62,4956,44,2301,2050,2099,8.8,513,85707,91906,836,394,42264,0.5,4.1,2301,2016,206,1518,700,390,19,1340,17
480500,031,1400000US17031480500,"Census Tract 4805, Cook County, Illinois",71,13,181,144,73,40,15,46,18,27,48875,17,2786,1080,1706,140,50.4,2387,891,154,2396,0,0,0,107,129,321,1384,1193,15.3,2.34,3.03,2786,551,443,535,2596,190,2325,125,1193,1119,1080,12.3,150,48875,75215,550,250,33223,13.9,19.9,1193,788,354,1337,703,54,148,1073,17
490200,031,1400000US17031490200,"Census Tract 4902, Cook County, Illinois",135,43,31,61,25,31,51,63,73,208,59847,17,3202,1396,1806,131,46.4,2560,603,83,3002,0,24,0,0,93,0,1581,1422,22.4,2.25,3.20,3202,1068,824,708,3116,86,2990,28,1422,1143,1124,16.5,199,59847,68043,491,172,31135,4.6,12.0,1422,885,259,1521,544,128,112,1222,17
490500,031,1400000US17031490500,"Census Tract 4905, Cook County, Illinois",13,44,20,39,2,50,27,16,67,30,65179,17,2065,747,1318,24,44.9,1665,414,79,1929,0,31,0,0,26,26,869,757,23.4,2.50,3.17,1890,584,707,531,1903,162,1838,85,757,680,631,12.1,72,65179,79169,255,187,31351,10.6,13.7,757,568,37,1588,567,141,10,1242,17
490600,031,1400000US17031490600,"Census Tract 4906, Cook County, Illinois",24,16,24,9,71,21,46,16,53,15,47474,17,1512,741,771,57,45.4,1241,334,171,1341,0,0,0,0,0,0,630,551,25.8,2.74,3.82,1507,579,308,417,1465,47,1408,1,551,515,480,20.2,134,47474,71007,248,172,27619,17.9,13.5,551,401,52,1530,561,99,38,1899,17
490700,031,1400000US17031490700,"Census Tract 4907, Cook County, Illinois",131,42,61,39,104,27,52,12,61,58,45000,17,2805,1305,1500,286,35.5,1988,413,5,2783,0,0,0,0,17,60,1110,936,36.2,3.00,3.85,2805,1027,676,261,2799,6,2513,6,936,857,759,22.6,38,45000,55819,379,305,20192,22.4,27.2,936,668,114,1256,443,89,0,997,17
490800,031,1400000US17031490800,"Census Tract 4908, Cook County, Illinois",54,109,86,111,27,54,62,115,43,116,48081,17,3663,1865,1798,80,46.2,3112,452,63,3568,0,8,0,0,24,26,1564,1256,26.4,2.92,4.11,3663,1037,758,592,3584,79,3458,64,1256,1107,1002,16.9,0,48081,65813,379,356,24197,2.3,10.3,1256,743,267,1396,489,117,84,787,17
490901,031,1400000US17031490901,"Census Tract 4909.01, Cook County, Illinois",254,48,51,36,106,116,118,13,141,65,33661,17,3093,1515,1578,323,33.0,2271,444,1,3092,0,0,0,0,0,5,1645,1192,35.7,2.58,3.45,3072,1176,739,345,3092,1,2758,12,1192,994,865,24.1,62,33661,45345,348,545,19313,33.1,39.2,1192,413,461,1270,586,68,11,1131,17
490902,031,1400000US17031490902,"Census Tract 4909.02, Cook County, Illinois",141,161,87,80,66,57,65,85,34,143,56538,17,4573,2100,2473,314,37.7,3544,901,0,4499,0,33,0,20,21,56,2144,1754,31.6,2.61,3.43,4573,1692,1167,785,4540,33,4206,11,1754,1542,1431,5.6,139,56538,61953,602,394,24443,11.7,15.5,1754,1017,366,1331,562,151,38,971,17
491000,031,1400000US17031491000,"Census Tract 4910, Cook County, Illinois",277,119,115,141,0,48,39,0,65,79,21940,17,3510,1803,1707,127,36.6,2715,466,28,3367,0,0,0,28,87,105,1700,1112,26.6,3.15,4.37,3504,1351,917,296,3359,151,3158,45,1112,870,630,36.4,0,21940,34581,466,752,12310,41.7,40.9,1112,486,520,1615,374,143,65,716,17
491100,031,1400000US17031491100,"Census Tract 4911, Cook County, Illinois",70,80,68,62,47,49,93,32,54,78,67891,17,4469,2219,2250,184,46.9,3737,970,128,4195,48,0,0,41,57,180,1564,1348,32.5,3.13,3.84,4213,1573,820,928,4407,62,4208,13,1348,1235,1032,13.6,46,67891,69007,494,301,24179,14.5,13.0,1348,1017,151,1231,605,196,54,1169,17
491200,031,1400000US17031491200,"Census Tract 4912, Cook County, Illinois",93,0,50,10,38,36,51,29,38,13,46667,17,1901,948,953,74,50.0,1619,540,148,1714,0,0,0,0,39,90,812,646,21.7,2.94,3.69,1897,607,370,204,1900,1,1775,1,646,569,481,14.2,12,46667,66503,317,166,23714,8.8,14.1,646,422,108,1561,724,76,30,1078,17
491300,031,1400000US17031491300,"Census Tract 4913, Cook County, Illinois",46,36,80,41,83,17,41,13,8,28,36311,17,2179,1003,1176,100,34.1,1619,278,19,2143,9,8,0,0,0,17,938,649,40.4,3.23,3.63,2097,1004,548,249,2170,9,2070,9,649,561,510,8.3,81,36311,64326,230,235,21683,20.0,21.5,649,255,173,1163,603,5,48,1258,17
491400,031,1400000US17031491400,"Census Tract 4914, Cook County, Illinois",188,116,56,65,41,71,248,33,34,33,35437,17,3010,1176,1834,112,35.3,2270,419,43,2869,0,0,0,31,67,17,1593,1145,30.6,2.60,3.57,2982,1019,831,328,2979,31,2839,13,1145,902,802,29.6,112,35437,44010,315,475,18883,8.3,27.8,1145,218,545,1500,667,19,26,1123,17
500100,031,1400000US17031500100,"Census Tract 5001, Cook County, Illinois",39,70,5,119,26,59,66,72,60,121,69803,17,3308,1280,2028,85,49.8,2988,727,60,3248,0,0,0,0,0,61,1743,1585,12.4,2.09,2.99,3308,940,467,827,3308,0,3179,11,1585,1528,1259,11.1,48,69803,72203,576,140,36592,7.0,10.0,1585,828,109,1344,437,81,12,972,17
500200,031,1400000US17031500200,"Census Tract 5002, Cook County, Illinois",173,26,73,62,61,29,52,40,44,61,32888,17,1963,713,1250,96,32.6,1305,157,43,1821,0,0,0,0,99,0,987,799,41.6,2.46,3.36,1963,795,720,126,1958,5,1804,0,799,757,625,16.1,43,32888,37204,104,456,15470,21.1,27.4,799,346,266,960,537,61,6,1002,17
500300,031,1400000US17031500300,"Census Tract 5003, Cook County, Illinois",132,89,24,28,39,21,52,52,41,71,46685,17,1876,830,1046,135,38.1,1550,249,955,529,0,7,0,314,71,527,1041,905,20.0,2.07,3.00,1876,610,438,529,1643,233,1340,182,905,824,755,24.2,145,46685,63924,198,163,30097,14.0,19.7,905,444,166,1120,565,81,48,910,17
510100,031,1400000US17031510100,"Census Tract 5101, Cook County, Illinois",18,159,99,224,30,6,0,28,32,118,53839,17,3735,1727,2008,142,37.0,2811,516,2403,552,0,0,0,562,218,2767,1477,1261,33.7,2.91,3.75,3675,1238,1207,417,3037,698,1639,807,1261,1204,1177,9.8,24,53839,56052,363,253,20470,27.4,22.0,1261,695,201,1342,508,25,82,969,17
510200,031,1400000US17031510200,"Census Tract 5102, Cook County, Illinois",68,99,54,125,133,39,17,86,19,72,46645,17,4017,1875,2142,249,38.2,3064,738,859,2920,0,1,0,12,225,813,1401,1267,33.7,3.17,3.76,4012,1420,1004,720,3711,306,2930,242,1267,1227,1106,10.2,58,46645,63388,361,330,21190,21.4,28.5,1267,856,375,1197,569,224,51,1168,17
510300,031,1400000US17031510300,"Census Tract 5103, Cook County, Illinois",314,266,185,130,182,39,26,69,38,238,25805,17,4345,1624,2721,105,40.4,3276,788,69,4276,0,0,0,0,0,0,2183,1866,30.1,2.33,3.14,4345,1663,1118,435,4345,0,4203,10,1866,1669,1531,19.2,110,25805,47094,730,907,22604,28.6,39.9,1866,794,427,1139,412,115,51,970,17
520100,031,1400000US17031520100,"Census Tract 5201, Cook County, Illinois",7,6,7,12,35,67,44,15,19,40,61875,17,2269,1247,1022,144,29.8,1532,263,1312,0,121,3,0,792,41,2098,611,510,57.5,4.44,4.70,2264,812,692,125,1642,627,563,793,510,487,423,8.4,32,61875,65211,154,191,15042,6.5,10.6,510,262,22,1214,571,23,57,1004,17
520200,031,1400000US17031520200,"Census Tract 5202, Cook County, Illinois",151,0,81,40,72,75,6,105,0,77,53432,17,3577,1822,1755,186,31.6,2574,350,1486,221,21,16,0,1391,442,3068,1318,1140,48.2,3.13,3.56,3572,1481,1045,268,2554,1023,835,879,1140,1079,988,9.5,30,53432,60924,231,402,19766,23.8,24.3,1140,492,210,980,493,91,21,790,17
520300,031,1400000US17031520300,"Census Tract 5203, Cook County, Illinois",117,29,97,120,119,171,43,199,159,129,46471,17,5859,3107,2752,424,34.9,4400,691,3242,0,160,64,0,1878,515,5235,2161,1923,36.3,3.05,3.66,5859,1909,1573,449,4125,1734,1321,1555,1923,1725,1686,10.3,58,46471,57868,549,422,19548,12.3,16.8,1923,1235,253,1304,475,199,50,869,17
520400,031,1400000US17031520400,"Census Tract 5204, Cook County, Illinois",80,10,46,146,78,68,79,324,40,86,44206,17,4805,1980,2825,164,32.4,3140,365,3135,17,39,5,0,569,1040,4418,1543,1462,50.1,3.29,3.79,4805,2248,1845,350,3703,1102,1557,715,1462,1342,1318,10.7,145,44206,67691,258,287,22137,21.0,25.9,1462,1090,80,1130,498,220,7,942,17
520500,031,1400000US17031520500,"Census Tract 5205, Cook County, Illinois",53,21,34,52,24,99,65,8,94,169,73333,17,5264,2602,2662,672,34.7,3687,650,3058,85,65,41,0,1123,892,4181,1558,1520,43.0,3.46,3.87,5264,2103,1309,473,4160,1104,1403,1092,1520,1443,1351,4.4,129,73333,94143,356,192,29032,5.1,6.5,1520,1229,42,1307,544,189,51,1360,17
520600,031,1400000US17031520600,"Census Tract 5206, Cook County, Illinois",31,34,35,11,22,11,7,13,30,117,81742,17,2655,1084,1571,183,32.0,1813,330,1479,117,0,0,0,698,361,2433,830,778,46.0,3.41,3.91,2655,1295,871,141,2096,559,688,459,778,695,716,2.4,95,81742,81376,266,75,24365,9.9,9.5,778,647,12,1240,509,78,26,1282,17
530100,031,1400000US17031530100,"Census Tract 5301, Cook County, Illinois",193,48,28,21,101,22,85,53,0,45,34091,17,1937,961,976,120,38.4,1478,298,584,905,0,0,0,355,93,906,1008,810,29.4,2.39,3.11,1932,584,401,174,1530,407,1007,483,810,665,474,16.8,27,34091,39164,272,352,17467,28.2,26.7,810,267,295,1100,554,38,56,942,17
530200,031,1400000US17031530200,"Census Tract 5302, Cook County, Illinois",205,146,0,80,95,30,151,57,21,41,39801,17,4406,2308,2098,367,35.9,3303,747,37,3851,0,0,0,140,378,488,1993,1400,25.4,3.15,4.48,4406,1465,860,452,4084,322,3632,28,1400,1150,970,30.1,41,39801,60311,580,701,20807,27.1,27.8,1400,757,336,1218,573,153,17,1288,17
530300,031,1400000US17031530300,"Census Tract 5303, Cook County, Illinois",129,65,61,39,141,45,88,50,72,236,52485,17,3974,1725,2249,160,36.8,2940,658,16,3836,0,0,0,0,122,0,1726,1551,24.4,2.56,3.72,3974,1104,960,569,3940,34,3759,6,1551,1384,1226,15.3,161,52485,59146,507,377,24321,9.3,16.8,1551,953,86,1340,473,228,22,1176,17
530400,031,1400000US17031530400,"Census Tract 5304, Cook County, Illinois",127,63,13,21,52,12,35,10,12,13,65729,17,2215,1059,1156,84,37.9,1591,336,65,2058,0,0,0,22,70,79,858,801,40.2,2.77,3.28,2215,873,641,146,2183,32,2050,32,801,732,679,6.4,10,65729,74773,247,191,27844,24.7,28.7,801,587,242,1586,542,88,42,1594,17
530501,031,1400000US17031530501,"Census Tract 5305.01, Cook County, Illinois",207,172,61,50,136,111,31,16,156,61,48426,17,5007,2284,2723,416,33.2,3915,765,77,4841,0,0,0,12,77,129,2396,1739,27.0,2.87,3.80,4999,1647,823,434,4915,92,4502,8,1739,1500,1428,26.8,67,48426,68558,585,678,25985,22.3,27.8,1739,981,472,1343,744,128,41,991,17
530502,031,1400000US17031530502,"Census Tract 5305.02, Cook County, Illinois",31,19,29,9,10,21,46,28,24,44,66111,17,1494,712,782,21,40.4,1169,296,0,1494,0,0,0,0,0,63,638,570,33.2,2.62,3.05,1494,476,419,308,1494,0,1347,13,570,521,494,14.5,122,66111,68682,145,53,27499,9.7,9.2,570,521,52,1358,476,165,21,1609,17
530503,031,1400000US17031530503,"Census Tract 5305.03, Cook County, Illinois",68,53,100,131,123,50,59,140,35,79,52045,17,5574,2353,3221,396,32.5,4079,807,108,5297,0,0,0,21,148,108,1731,1554,38.0,3.59,4.51,5574,1726,1618,745,5483,91,5047,75,1554,1425,1345,21.2,143,52045,73432,657,381,22474,22.0,23.0,1554,1177,209,1262,539,193,67,1626,17
530600,031,1400000US17031530600,"Census Tract 5306, Cook County, Illinois",189,13,40,79,49,15,70,2,8,80,37321,17,2344,1074,1270,110,41.5,1915,370,14,2245,0,0,0,0,85,17,1285,900,28.4,2.60,3.22,2344,930,668,329,2344,0,2192,16,900,743,745,8.2,15,37321,61630,268,291,24890,15.5,17.7,900,448,239,1478,493,133,0,927,17
540101,031,1400000US17031540101,"Census Tract 5401.01, Cook County, Illinois",706,142,126,112,113,45,47,59,78,37,14424,17,4535,1486,3049,488,24.0,2778,169,163,4228,0,0,0,29,115,190,1819,1661,53.7,2.71,3.51,4499,2347,1647,101,4481,54,3908,17,1661,1544,1419,30.3,0,14424,34791,111,982,14309,50.1,53.6,1661,88,697,-666666666,685,27,17,421,17
540102,031,1400000US17031540102,"Census Tract 5401.02, Cook County, Illinois",416,79,77,33,166,115,48,99,24,65,26518,17,3399,1481,1918,374,25.9,2133,256,6,3369,0,0,0,0,24,24,1385,1244,44.1,2.73,3.58,3399,1440,1111,159,3399,0,3001,0,1244,1124,1031,20.8,27,26518,27894,176,885,10920,45.9,47.6,1244,167,572,1130,306,66,10,467,17
550100,031,1400000US17031550100,"Census Tract 5501, Cook County, Illinois",298,72,500,16,229,65,17,48,27,154,57780,17,6494,3196,3298,348,39.6,4978,1007,4405,610,0,0,0,1036,443,3214,3130,2717,27.2,2.38,3.35,6479,2112,1775,759,5531,963,3973,719,2717,2486,2315,13.2,93,57780,69416,943,502,29509,15.3,19.7,2717,1679,329,1534,533,153,151,1019,17
550200,031,1400000US17031550200,"Census Tract 5502, Cook County, Illinois",71,16,67,29,35,50,18,20,143,75,62905,17,2749,1383,1366,116,41.4,2200,462,1847,107,10,0,0,573,212,1616,1104,1076,28.5,2.55,3.24,2749,977,826,273,2328,421,1403,230,1076,980,911,7.0,192,62905,73662,368,187,28876,4.6,7.2,1076,839,110,1184,538,35,30,1184,17
560100,031,1400000US17031560100,"Census Tract 5601, Cook County, Illinois",51,6,7,35,41,42,7,0,7,19,34688,17,1331,740,591,17,51.3,1104,344,540,306,45,100,0,226,114,787,388,361,21.3,2.98,4.03,1077,335,261,129,898,433,608,437,361,206,185,10.2,33,34688,65760,196,34,21111,3.2,9.0,361,244,38,1596,571,60,6,1056,17
560200,031,1400000US17031560200,"Census Tract 5602, Cook County, Illinois",20,59,36,29,7,50,14,57,16,21,48906,17,1547,732,815,194,41.8,1144,322,260,907,0,10,42,256,72,554,599,562,27.8,2.75,3.80,1547,484,325,183,1324,223,908,97,562,484,442,27.5,13,48906,62539,257,148,24166,12.0,19.5,562,453,109,1437,509,75,33,1061,17
560300,031,1400000US17031560300,"Census Tract 5603, Cook County, Illinois",125,22,43,83,81,27,67,20,7,59,56806,17,3213,1744,1469,224,38.2,2476,598,1931,58,0,21,0,1055,148,2295,1063,1048,35.1,3.07,4.04,3213,1167,738,347,2275,938,929,844,1048,889,746,10.8,11,56806,69338,458,97,23277,15.1,17.5,1048,981,186,1726,489,147,156,1313,17
560400,031,1400000US17031560400,"Census Tract 5604, Cook County, Illinois",0,25,25,48,42,9,0,0,27,21,68750,17,1608,751,857,93,38.9,1207,256,986,0,29,52,0,371,170,1203,480,480,35.4,3.35,3.82,1608,498,386,183,853,755,249,682,480,391,372,9.7,38,68750,81559,167,64,25853,15.4,12.0,480,451,89,1582,438,78,9,-666666666,17
560700,031,1400000US17031560700,"Census Tract 5607, Cook County, Illinois",40,22,97,23,29,53,67,56,40,49,70076,17,3682,1878,1804,206,36.0,2712,403,2281,1,44,34,0,780,542,2269,1375,1312,38.9,2.80,3.45,3677,1308,1016,458,2367,1315,932,906,1312,1192,1152,4.4,60,70076,77087,245,73,27467,11.3,13.0,1312,884,148,1937,656,218,112,1078,17
560800,031,1400000US17031560800,"Census Tract 5608, Cook County, Illinois",20,71,78,114,80,14,28,24,66,40,95077,17,6077,2978,3099,271,37.7,4269,613,4070,0,97,22,0,720,1168,3647,2115,2007,34.3,3.03,3.52,6077,2339,1682,992,4774,1303,2892,1088,2007,1771,1586,6.5,208,95077,105848,517,115,35573,2.8,3.6,2007,1653,86,1863,645,119,120,1095,17
560900,031,1400000US17031560900,"Census Tract 5609, Cook County, Illinois",29,87,30,61,62,27,13,47,38,121,103375,17,5394,2828,2566,375,41.7,4297,856,4211,1,0,64,0,529,589,2327,1940,1860,32.4,2.90,3.38,5389,1682,1231,1061,4701,693,3429,433,1860,1744,1644,7.8,140,103375,110092,569,53,39363,3.6,5.9,1860,1748,60,2026,619,169,84,2088,17
561000,031,1400000US17031561000,"Census Tract 5610, Cook County, Illinois",192,21,119,65,21,43,0,169,40,174,100531,17,5947,2855,3092,252,47.6,4693,1190,5004,0,0,0,0,789,154,2547,2345,2285,23.2,2.60,3.33,5947,1157,1116,1272,4571,1376,3332,979,2285,2054,1941,4.5,75,100531,104518,909,51,41368,1.4,4.7,2285,1996,107,1716,654,257,128,1076,17
561100,031,1400000US17031561100,"Census Tract 5611, Cook County, Illinois",60,21,87,9,101,8,126,216,77,49,97106,17,5748,2897,2851,405,42.1,4535,975,3995,27,9,42,0,924,751,2852,2324,2185,31.6,2.63,3.09,5748,1710,1292,1183,4568,1180,2766,836,2185,2010,1875,2.0,289,97106,108798,518,177,41697,0.8,2.2,2185,2038,97,2039,675,138,80,1128,17
570100,031,1400000US17031570100,"Census Tract 5701, Cook County, Illinois",4,14,0,48,34,27,50,0,14,39,56471,17,1321,668,653,71,32.2,975,128,564,9,20,120,0,444,164,1040,467,446,41.3,2.96,3.83,1321,562,434,109,819,502,281,456,446,380,375,9.4,50,56471,63804,89,69,22745,15.6,15.4,446,341,35,1597,542,71,14,1018,17
570200,031,1400000US17031570200,"Census Tract 5702, Cook County, Illinois",12,20,41,269,21,0,37,13,0,53,-666666666,17,2271,1091,1180,152,31.9,1764,308,1101,0,0,212,0,504,454,1732,833,824,30.9,2.76,3.82,2271,747,652,338,1562,709,426,683,824,743,726,5.9,19,-666666666,68048,275,261,25624,9.5,9.6,824,509,261,1773,629,40,31,685,17
570300,031,1400000US17031570300,"Census Tract 5703, Cook County, Illinois",80,142,34,176,123,148,56,45,112,144,46997,17,5617,3085,2532,318,32.6,3934,750,2939,125,0,363,0,1350,840,4369,1994,1755,40.1,3.20,4.35,5610,2173,1522,421,2990,2627,663,2535,1755,1392,1239,9.9,3,46997,70710,708,217,22088,7.7,7.5,1755,1243,438,1419,648,215,157,950,17
570400,031,1400000US17031570400,"Census Tract 5704, Cook County, Illinois",0,0,17,91,35,7,58,17,19,13,64035,17,1761,985,776,101,35.1,1308,299,1045,2,0,38,0,208,468,1445,621,584,36.0,3.01,3.95,1756,457,439,46,876,885,208,756,584,451,433,8.0,23,64035,77187,132,112,26926,10.9,10.3,584,284,67,1734,482,34,0,860,17
570500,031,1400000US17031570500,"Census Tract 5705, Cook County, Illinois",0,24,0,63,7,50,63,123,32,33,52222,17,2621,1627,994,232,35.7,2012,350,1644,0,6,152,0,375,444,1994,839,756,34.1,3.47,3.90,2621,1036,500,141,1706,915,393,866,756,595,527,22.7,26,52222,69830,272,48,20877,4.2,5.1,756,474,86,1605,687,79,23,915,17
580100,031,1400000US17031580100,"Census Tract 5801, Cook County, Illinois",42,53,59,30,130,37,62,42,46,100,47500,17,2626,1254,1372,147,36.8,2041,354,753,214,75,943,0,525,116,1346,1036,934,36.2,2.81,3.59,2621,765,590,223,1456,1170,547,1166,934,877,834,21.7,92,47500,58131,288,113,21228,16.9,19.8,934,571,126,2075,686,177,50,998,17
580200,031,1400000US17031580200,"Census Tract 5802, Cook County, Illinois",52,42,46,11,60,127,53,23,39,125,45577,17,3239,1444,1795,312,29.3,2191,315,1150,0,48,483,0,1020,538,2654,983,846,54.0,3.83,4.08,3239,1402,898,193,2101,1138,720,1187,846,790,727,7.8,44,45577,57500,257,325,16151,15.6,16.3,846,424,37,1774,708,97,16,1106,17
580300,031,1400000US17031580300,"Census Tract 5803, Cook County, Illinois",58,0,0,81,21,63,37,35,7,48,65742,17,2536,1299,1237,98,33.1,1846,101,1584,31,85,436,0,251,149,1791,773,750,50.8,3.38,3.84,2536,1096,848,94,1564,972,373,853,750,729,713,7.7,0,65742,71301,185,130,20504,7.4,7.6,750,453,62,1543,703,49,13,1016,17
580400,031,1400000US17031580400,"Census Tract 5804, Cook County, Illinois",102,40,19,154,77,79,32,95,95,257,51043,17,5164,2583,2581,286,31.0,3846,545,1995,60,119,634,0,1586,770,4134,1559,1482,40.4,3.48,3.78,5164,1730,1458,410,3226,1938,876,1832,1482,1352,1250,5.6,78,51043,66131,366,229,19757,18.3,20.7,1482,900,188,1618,654,376,44,891,17
580501,031,1400000US17031580501,"Census Tract 5805.01, Cook County, Illinois",77,31,74,159,101,97,144,118,48,88,43819,17,4773,2474,2299,235,33.1,3630,658,1708,16,107,471,0,1577,894,3592,1660,1534,38.0,3.11,3.65,4768,1677,1210,392,2733,2040,900,1959,1534,1224,1141,9.1,88,43819,66898,589,318,22079,11.1,12.9,1534,634,266,1572,613,88,74,878,17
