BRANCH,YEAR,MONTH,CIRCULATION,COMPUTER_SESSIONS,VISITORS
Albany Park,2011,1,8427.0,1666.0,9604.0
Albany Park,2011,2,7023.0,1296.0,10500.0
Albany Park,2011,3,9702.0,1735.0,9050.0
Albany Park,2011,4,9344.0,1841.0,9300.0
Albany Park,2011,5,8865.0,1683.0,8271.0
Albany Park,2011,6,11650.0,2138.0,10984.0
Albany Park,2011,7,11778.0,2267.0,9986.0
Albany Park,2011,8,11306.0,2434.0,11078.0
Albany Park,2011,9,10466.0,1746.0,9453.0
Albany Park,2011,10,10997.0,1837.0,10213.0
Albany Park,2011,11,10567.0,1729.0,9377.0
Albany Park,2011,12,9934.0,1594.0,9609.0
Albany Park,2012,1,10173.0,1531.0,7946.0
Albany Park,2012,2,9737.0,1638.0,8268.0
Albany Park,2012,3,11220.0,1746.0,10024.0
Albany Park,2012,4,10173.0,1738.0,9166.0
Albany Park,2012,5,9045.0,1673.0,9185.0
Albany Park,2012,6,10014.0,1812.0,9515.0
Albany Park,2012,7,11196.0,2162.0,10298.0
Albany Park,2012,8,8373.0,2122.0,9742.0
Albany Park,2012,9,3261.0,1001.0,4341.0
Albany Park,2012,10,74.0,0.0,0.0
Albany Park,2012,11,15.0,0.0,0.0
Albany Park,2012,12,16.0,0.0,0.0
Albany Park,2013,1,0.0,0.0,0.0
Albany Park,2013,2,0.0,0.0,0.0
Albany Park,2013,3,0.0,0.0,0.0
Albany Park,2013,4,0.0,0.0,0.0
Albany Park,2013,5,0.0,0.0,0.0
Albany Park,2013,6,0.0,0.0,0.0
Albany Park,2013,7,0.0,0.0,0.0
Albany Park,2013,8,74.0,0.0,74.0
Albany Park,2013,9,119.0,0.0,105.0
Albany Park,2013,10,126.0,0.0,117.0
Albany Park,2013,11,159.0,0.0,89.0
Albany Park,2013,12,94.0,0.0,36.0
Albany Park,2014,1,35.0,0.0,0.0
Albany Park,2014,2,0.0,0.0,0.0
Albany Park,2014,3,7.0,0.0,11.0
Albany Park,2014,4,40.0,0.0,13.0
Albany Park,2014,5,3.0,0.0,10.0
Albany Park,2014,6,0.0,0.0,24.0
Albany Park,2014,7,0.0,0.0,0.0
Albany Park,2014,8,139.0,0.0,0.0
Albany Park,2014,9,11407.0,1612.0,12446.0
Albany Park,2014,10,15251.0,2838.0,16239.0
Albany Park,2014,11,12544.0,2653.0,12440.0
Albany Park,2014,12,11058.0,2443.0,11933.0
Albany Park,2015,1,10889.0,2634.0,8234.0
Albany Park,2015,2,8875.0,2208.0,8979.0
Albany Park,2015,3,11000.0,3103.0,13017.0
Albany Park,2015,4,11463.0,3101.0,12912.0
Albany Park,2015,5,9640.0,2884.0,11979.0
Albany Park,2015,6,11323.0,3144.0,14061.0
Albany Park,2015,7,12627.0,3369.0,14768.0
Albany Park,2015,8,12170.0,3327.0,13078.0
Albany Park,2015,9,10949.0,3207.0,14156.0
Albany Park,2015,10,11889.0,3532.0,16093.0
Albany Park,2015,11,11485.0,3350.0,13567.0
Albany Park,2015,12,11056.0,3255.0,12907.0
Albany Park,2016,1,10905.0,3275.0,11735.0
Albany Park,2016,2,10989.0,3117.0,10593.0
Albany Park,2016,3,12333.0,3485.0,12368.0
Albany Park,2016,4,11987.0,3522.0,12556.0
Albany Park,2016,5,9796.0,2779.0,10915.0
Albany Park,2016,6,11707.0,3076.0,15341.0
Albany Park,2016,7,11878.0,2778.0,14151.0
Albany Park,2016,8,12190.0,3174.0,13907.0
Albany Park,2016,9,10830.0,2983.0,14119.0
Albany Park,2016,10,12446.0,3202.0,16460.0
Albany Park,2016,11,11864.0,3121.0,14463.0
Albany Park,2016,12,8933.0,2513.0,12789.0
Albany Park,2017,1,11031.0,2794.0,12801.0
Albany Park,2017,2,9447.0,2277.0,12073.0
Albany Park,2017,3,11386.0,2819.0,14371.0
Albany Park,2017,4,9983.0,2681.0,12340.0
Albany Park,2017,5,9552.0,2484.0,12320.0
Albany Park,2017,6,10396.0,2645.0,13892.0
Albany Park,2017,7,10718.0,2770.0,13971.0
Albany Park,2017,8,11123.0,2890.0,14093.0
Albany Park,2017,9,9618.0,2635.0,12987.0
Albany Park,2017,10,9742.0,2394.0,14277.0
Albany Park,2017,11,10043.0,2275.0,12418.0
Albany Park,2017,12,8495.0,1981.0,12433.0
Albany Park,2018,1,9381.0,2353.0,15687.0
Albany Park,2018,2,8156.0,1789.0,10569.0
Albany Park,2018,3,10619.0,2238.0,13383.0
Albany Park,2018,4,8660.0,2091.0,12505.0
Albany Park,2018,5,7892.0,1982.0,12000.0
Albany Park,2018,6,9795.0,2227.0,12966.0
Albany Park,2018,7,10766.0,2568.0,12637.0
Albany Park,2018,8,10505.0,2644.0,12890.0
Albany Park,2018,9,8285.0,2314.0,12309.0
Albany Park,2018,10,10098.0,2589.0,14294.0
Albany Park,2018,11,9029.0,2126.0,11525.0
Albany Park,2018,12,7982.0,1799.0,10795.0
Albany Park,2019,1,8214.0,1895.0,10405.0
Albany Park,2019,2,7614.0,1638.0,10594.0
Albany Park,2019,3,8460.0,2009.0,11498.0
Albany Park,2019,4,7414.0,1997.0,10867.0
Albany Park,2019,5,7044.0,1942.0,10395.0
Albany Park,2019,6,7970.0,1951.0,11171.0
Albany Park,2019,7,9664.0,2250.0,11532.0
Albany Park,2019,8,9069.0,2267.0,11387.0
Albany Park,2019,9,7053.0,1948.0,11534.0
Albany Park,2019,10,8012.0,2092.0,11677.0
Albany Park,2019,11,6571.0,1743.0,9741.0
Albany Park,2019,12,5924.0,1547.0,9454.0
Albany Park,2020,1,7062.0,1621.0,9878.0
Albany Park,2020,2,6338.0,1484.0,9473.0
Albany Park,2020,3,3957.0,765.0,5077.0
Albany Park,2020,4,0.0,0.0,0.0
Albany Park,2020,5,0.0,0.0,0.0
Albany Park,2020,6,3130.0,276.0,3188.0
Albany Park,2020,7,5015.0,511.0,4156.0
Albany Park,2020,8,5095.0,561.0,4566.0
Albany Park,2020,9,4810.0,621.0,4295.0
Albany Park,2020,10,4807.0,565.0,4272.0
Albany Park,2020,11,4738.0,509.0,3727.0
Albany Park,2020,12,4295.0,457.0,3567.0
Albany Park,2021,1,4274.0,479.0,3419.0
Albany Park,2021,2,3486.0,436.0,3366.0
Albany Park,2021,3,5170.0,637.0,4404.0
Albany Park,2021,4,4864.0,596.0,4299.0
Albany Park,2021,5,4561.0,567.0,4256.0
Albany Park,2021,6,5711.0,655.0,4958.0
Albany Park,2021,7,5983.0,813.0,5325.0
Albany Park,2021,8,5675.0,1043.0,5877.0
Albany Park,2021,9,5603.0,950.0,6740.0
Albany Park,2021,10,5699.0,885.0,7259.0
Albany Park,2021,11,5370.0,922.0,6445.0
Albany Park,2021,12,5238.0,855.0,6492.0
Albany Park,2022,1,5561.0,880.0,3419.0
Albany Park,2022,2,5082.0,984.0,6208.0
Albany Park,2022,3,5921.0,1077.0,8004.0
Albany Park,2022,4,5671.0,1087.0,6925.0
Albany Park,2022,5,4666.0,1010.0,7068.0
Albany Park,2022,6,5392.0,1091.0,6394.0
Albany Park,2022,7,5985.0,1214.0,7005.0
Albany Park,2022,8,5697.0,1169.0,6848.0
Albany Park,2022,9,5316.0,1142.0,7061.0
Albany Park,2022,10,4955.0,1208.0,6955.0
Albany Park,2022,11,5416.0,1164.0,6719.0
Albany Park,2022,12,4824.0,1063.0,6469.0
Albany Park,2023,1,5420.0,1118.0,6565.0
Albany Park,2023,2,4713.0,1047.0,7308.0
Albany Park,2023,3,5962.0,1048.0,6554.0
Albany Park,2023,4,5274.0,970.0,7159.0
Altgeld,2011,1,1258.0,3036.0,5809.0
Altgeld,2011,2,708.0,1895.0,3899.0
Altgeld,2011,3,854.0,2286.0,5207.0
Altgeld,2011,4,804.0,2647.0,5201.0
Altgeld,2011,5,816.0,2509.0,4494.0
Altgeld,2011,6,870.0,2928.0,5760.0
Altgeld,2011,7,713.0,1970.0,3653.0
Altgeld,2011,8,480.0,1345.0,2414.0
Altgeld,2011,9,702.0,2822.0,4552.0
Altgeld,2011,10,927.0,3713.0,6891.0
Altgeld,2011,11,787.0,3460.0,5698.0
Altgeld,2011,12,692.0,3171.0,5079.0
Altgeld,2012,1,674.0,2595.0,4196.0
Altgeld,2012,2,513.0,2356.0,4108.0
Altgeld,2012,3,401.0,2509.0,4520.0
Altgeld,2012,4,631.0,2410.0,4665.0
Altgeld,2012,5,531.0,2273.0,4172.0
Altgeld,2012,6,661.0,2940.0,4746.0
Altgeld,2012,7,809.0,3106.0,5037.0
Altgeld,2012,8,987.0,4093.0,6170.0
Altgeld,2012,9,1346.0,3915.0,6185.0
Altgeld,2012,10,1451.0,4543.0,6944.0
Altgeld,2012,11,1030.0,3872.0,6318.0
Altgeld,2012,12,976.0,3428.0,4997.0
Altgeld,2013,1,871.0,3489.0,5741.0
Altgeld,2013,2,722.0,2591.0,4014.0
Altgeld,2013,3,754.0,2923.0,5301.0
Altgeld,2013,4,620.0,3060.0,5668.0
Altgeld,2013,5,675.0,2461.0,5176.0
Altgeld,2013,6,614.0,2448.0,5142.0
Altgeld,2013,7,873.0,2883.0,5276.0
Altgeld,2013,8,816.0,3319.0,6104.0
Altgeld,2013,9,892.0,2713.0,5219.0
Altgeld,2013,10,993.0,2893.0,5228.0
Altgeld,2013,11,797.0,2984.0,5277.0
Altgeld,2013,12,891.0,2643.0,4906.0
Altgeld,2014,1,791.0,2560.0,4702.0
Altgeld,2014,2,604.0,2227.0,4498.0
Altgeld,2014,3,522.0,2237.0,4490.0
Altgeld,2014,4,611.0,2457.0,5176.0
Altgeld,2014,5,587.0,2292.0,4820.0
Altgeld,2014,6,729.0,2800.0,5406.0
Altgeld,2014,7,743.0,3012.0,5810.0
Altgeld,2014,8,742.0,2761.0,5735.0
Altgeld,2014,9,776.0,2713.0,5953.0
Altgeld,2014,10,751.0,2843.0,5336.0
Altgeld,2014,11,831.0,2743.0,4724.0
Altgeld,2014,12,822.0,2659.0,4620.0
Altgeld,2015,1,608.0,2467.0,4577.0
Altgeld,2015,2,261.0,1076.0,2619.0
Altgeld,2015,3,456.0,1466.0,4131.0
Altgeld,2015,4,506.0,1674.0,4083.0
Altgeld,2015,5,448.0,1378.0,3939.0
Altgeld,2015,6,519.0,1633.0,4933.0
Altgeld,2015,7,712.0,2229.0,5542.0
Altgeld,2015,8,477.0,3134.0,7272.0
Altgeld,2015,9,571.0,2237.0,5082.0
Altgeld,2015,10,705.0,2225.0,5672.0
Altgeld,2015,11,609.0,1899.0,4794.0
Altgeld,2015,12,510.0,2042.0,5604.0
Altgeld,2016,1,678.0,1893.0,5335.0
Altgeld,2016,2,568.0,1458.0,5034.0
Altgeld,2016,3,509.0,1360.0,4529.0
Altgeld,2016,4,525.0,1501.0,4471.0
Altgeld,2016,5,405.0,1289.0,3880.0
Altgeld,2016,6,400.0,1609.0,4431.0
Altgeld,2016,7,333.0,1962.0,5526.0
Altgeld,2016,8,600.0,2115.0,5867.0
Altgeld,2016,9,532.0,1542.0,5433.0
Altgeld,2016,10,537.0,1457.0,5064.0
Altgeld,2016,11,389.0,1493.0,4584.0
Altgeld,2016,12,388.0,1147.0,3325.0
Altgeld,2017,1,316.0,1231.0,3069.0
Altgeld,2017,2,230.0,857.0,2864.0
Altgeld,2017,3,331.0,765.0,3362.0
Altgeld,2017,4,404.0,828.0,2992.0
Altgeld,2017,5,249.0,904.0,3112.0
Altgeld,2017,6,294.0,1050.0,3137.0
Altgeld,2017,7,583.0,1405.0,4000.0
Altgeld,2017,8,568.0,1326.0,3900.0
Altgeld,2017,9,419.0,1145.0,3066.0
Altgeld,2017,10,355.0,890.0,2907.0
Altgeld,2017,11,268.0,820.0,2931.0
Altgeld,2017,12,280.0,877.0,3088.0
Altgeld,2018,1,327.0,810.0,2734.0
Altgeld,2018,2,283.0,610.0,2575.0
Altgeld,2018,3,354.0,582.0,2847.0
Altgeld,2018,4,274.0,642.0,2660.0
Altgeld,2018,5,384.0,709.0,2653.0
Altgeld,2018,6,383.0,851.0,3295.0
Altgeld,2018,7,320.0,798.0,2791.0
Altgeld,2018,8,327.0,1077.0,2840.0
Altgeld,2018,9,362.0,619.0,2656.0
Altgeld,2018,10,525.0,822.0,2928.0
Altgeld,2018,11,509.0,595.0,2380.0
Altgeld,2018,12,421.0,416.0,2404.0
Altgeld,2019,1,378.0,616.0,2083.0
Altgeld,2019,2,326.0,604.0,2358.0
Altgeld,2019,3,332.0,504.0,2380.0
Altgeld,2019,4,270.0,439.0,2127.0
Altgeld,2019,5,320.0,477.0,2247.0
Altgeld,2019,6,325.0,368.0,2484.0
Altgeld,2019,7,354.0,346.0,2578.0
Altgeld,2019,8,229.0,370.0,2512.0
Altgeld,2019,9,234.0,421.0,2462.0
Altgeld,2019,10,377.0,498.0,2678.0
Altgeld,2019,11,369.0,316.0,2014.0
Altgeld,2019,12,500.0,267.0,2273.0
Altgeld,2020,1,360.0,258.0,2730.0
Altgeld,2020,2,271.0,249.0,1809.0
Altgeld,2020,3,148.0,111.0,1127.0
Altgeld,2020,4,0.0,0.0,0.0
Altgeld,2020,5,0.0,0.0,0.0
Altgeld,2020,6,0.0,0.0,0.0
Altgeld,2020,7,0.0,0.0,0.0
Altgeld,2020,8,0.0,0.0,0.0
Altgeld,2020,9,23.0,1.0,0.0
Altgeld,2020,10,1.0,0.0,0.0
Altgeld,2020,11,141.0,129.0,0.0
Altgeld,2020,12,165.0,104.0,0.0
Altgeld,2021,1,127.0,151.0,339.0
Altgeld,2021,2,81.0,114.0,270.0
Altgeld,2021,3,156.0,250.0,412.0
Altgeld,2021,4,173.0,305.0,470.0
Altgeld,2021,5,146.0,400.0,724.0
Altgeld,2021,6,153.0,680.0,998.0
Altgeld,2021,7,206.0,747.0,1437.0
Altgeld,2021,8,248.0,970.0,1397.0
Altgeld,2021,9,171.0,818.0,162.0
Altgeld,2021,10,146.0,681.0,155.0
Altgeld,2021,11,173.0,862.0,1744.0
Altgeld,2021,12,154.0,741.0,2652.0
Altgeld,2022,1,150.0,530.0,339.0
Altgeld,2022,2,139.0,497.0,822.0
Altgeld,2022,3,179.0,863.0,3378.0
Altgeld,2022,4,289.0,901.0,3231.0
Altgeld,2022,5,297.0,674.0,3217.0
Altgeld,2022,6,198.0,1086.0,3466.0
Altgeld,2022,7,257.0,1373.0,4771.0
Altgeld,2022,8,229.0,1238.0,4217.0
Altgeld,2022,9,314.0,1031.0,4146.0
Altgeld,2022,10,223.0,1276.0,4613.0
Altgeld,2022,11,173.0,1005.0,3542.0
Altgeld,2022,12,193.0,808.0,3204.0
Altgeld,2023,1,115.0,527.0,3342.0
Altgeld,2023,2,123.0,449.0,3529.0
Altgeld,2023,3,165.0,530.0,4242.0
Altgeld,2023,4,145.0,510.0,4346.0
Archer Heights,2011,1,8104.0,2069.0,9829.0
Archer Heights,2011,2,6899.0,1712.0,9394.0
Archer Heights,2011,3,9329.0,2332.0,11342.0
Archer Heights,2011,4,9124.0,2265.0,11114.0
Archer Heights,2011,5,7472.0,1979.0,9365.0
Archer Heights,2011,6,8314.0,2287.0,11247.0
Archer Heights,2011,7,8116.0,1930.0,10329.0
Archer Heights,2011,8,9177.0,2365.0,11231.0
Archer Heights,2011,9,9033.0,2141.0,10373.0
Archer Heights,2011,10,9709.0,2260.0,11364.0
Archer Heights,2011,11,8809.0,2138.0,10011.0
Archer Heights,2011,12,7865.0,1843.0,9054.0
Archer Heights,2012,1,7855.0,1784.0,8817.0
Archer Heights,2012,2,7682.0,1731.0,8466.0
Archer Heights,2012,3,8151.0,1684.0,9107.0
Archer Heights,2012,4,7703.0,1777.0,8938.0
Archer Heights,2012,5,7704.0,1813.0,9556.0
Archer Heights,2012,6,7294.0,1866.0,9046.0
Archer Heights,2012,7,7735.0,2048.0,11715.0
Archer Heights,2012,8,7886.0,2316.0,12661.0
Archer Heights,2012,9,9076.0,2268.0,10511.0
Archer Heights,2012,10,9679.0,2491.0,11896.0
Archer Heights,2012,11,8793.0,2394.0,10596.0
Archer Heights,2012,12,7698.0,2092.0,8864.0
Archer Heights,2013,1,8747.0,2147.0,9744.0
Archer Heights,2013,2,7676.0,1759.0,7994.0
Archer Heights,2013,3,8630.0,1945.0,9405.0
Archer Heights,2013,4,7910.0,1965.0,9712.0
Archer Heights,2013,5,7270.0,1768.0,8054.0
Archer Heights,2013,6,6774.0,1816.0,8470.0
Archer Heights,2013,7,8164.0,2065.0,10180.0
Archer Heights,2013,8,7154.0,2134.0,9768.0
Archer Heights,2013,9,7539.0,2182.0,9347.0
Archer Heights,2013,10,8791.0,2346.0,10915.0
Archer Heights,2013,11,8300.0,2163.0,9448.0
Archer Heights,2013,12,6899.0,1728.0,7382.0
Archer Heights,2014,1,6695.0,1612.0,6747.0
Archer Heights,2014,2,6682.0,1594.0,7268.0
Archer Heights,2014,3,7986.0,1958.0,9446.0
Archer Heights,2014,4,8059.0,2215.0,9525.0
Archer Heights,2014,5,6509.0,2072.0,8464.0
Archer Heights,2014,6,6417.0,2108.0,8944.0
Archer Heights,2014,7,7360.0,2256.0,10171.0
Archer Heights,2014,8,6664.0,2145.0,8905.0
Archer Heights,2014,9,7298.0,2145.0,9638.0
Archer Heights,2014,10,8327.0,2586.0,11239.0
Archer Heights,2014,11,6705.0,2238.0,8872.0
Archer Heights,2014,12,6515.0,2020.0,7929.0
Archer Heights,2015,1,6859.0,2054.0,8435.0
Archer Heights,2015,2,5862.0,1848.0,7672.0
Archer Heights,2015,3,7422.0,2097.0,9256.0
Archer Heights,2015,4,7683.0,2267.0,9530.0
Archer Heights,2015,5,6471.0,1847.0,7536.0
Archer Heights,2015,6,6651.0,1973.0,8917.0
Archer Heights,2015,7,7269.0,2323.0,10777.0
Archer Heights,2015,8,7001.0,2464.0,9613.0
Archer Heights,2015,9,6543.0,2125.0,8687.0
Archer Heights,2015,10,7845.0,2371.0,10431.0
Archer Heights,2015,11,6869.0,1975.0,9018.0
Archer Heights,2015,12,6317.0,1726.0,8716.0
Archer Heights,2016,1,6922.0,1951.0,8375.0
Archer Heights,2016,2,6788.0,1877.0,9079.0
Archer Heights,2016,3,7483.0,2029.0,10522.0
Archer Heights,2016,4,6971.0,2030.0,9747.0
Archer Heights,2016,5,5728.0,1829.0,8714.0
Archer Heights,2016,6,6306.0,1832.0,9567.0
Archer Heights,2016,7,5855.0,1935.0,9514.0
Archer Heights,2016,8,6057.0,2202.0,8831.0
Archer Heights,2016,9,6177.0,1960.0,8611.0
Archer Heights,2016,10,6483.0,2071.0,9209.0
Archer Heights,2016,11,5981.0,1966.0,8400.0
Archer Heights,2016,12,5067.0,1785.0,6754.0
Archer Heights,2017,1,5857.0,1835.0,7778.0
Archer Heights,2017,2,5378.0,1706.0,7227.0
Archer Heights,2017,3,6800.0,1836.0,8432.0
Archer Heights,2017,4,5802.0,1743.0,7499.0
Archer Heights,2017,5,5729.0,1801.0,7858.0
Archer Heights,2017,6,5220.0,1694.0,7963.0
Archer Heights,2017,7,6075.0,1734.0,8294.0
Archer Heights,2017,8,5780.0,1888.0,8672.0
Archer Heights,2017,9,5290.0,1722.0,7358.0
Archer Heights,2017,10,5802.0,1846.0,8344.0
Archer Heights,2017,11,5200.0,1534.0,7099.0
Archer Heights,2017,12,5264.0,1378.0,6371.0
Archer Heights,2018,1,5459.0,1442.0,7060.0
Archer Heights,2018,2,5097.0,1141.0,6469.0
Archer Heights,2018,3,6391.0,1518.0,9119.0
Archer Heights,2018,4,5184.0,1449.0,7224.0
Archer Heights,2018,5,4415.0,1422.0,7091.0
Archer Heights,2018,6,4988.0,1572.0,7566.0
Archer Heights,2018,7,5555.0,1498.0,7774.0
Archer Heights,2018,8,5153.0,1629.0,7905.0
Archer Heights,2018,9,4951.0,1711.0,8624.0
Archer Heights,2018,10,5426.0,1876.0,8514.0
Archer Heights,2018,11,4837.0,1443.0,7341.0
Archer Heights,2018,12,4856.0,1287.0,6807.0
Archer Heights,2019,1,5365.0,1241.0,6378.0
Archer Heights,2019,2,5019.0,1383.0,7521.0
Archer Heights,2019,3,5417.0,1589.0,7809.0
Archer Heights,2019,4,5349.0,1574.0,7824.0
Archer Heights,2019,5,4833.0,1513.0,7162.0
Archer Heights,2019,6,4627.0,1427.0,6952.0
Archer Heights,2019,7,5356.0,1551.0,7835.0
Archer Heights,2019,8,4793.0,1557.0,7536.0
Archer Heights,2019,9,4537.0,1470.0,6908.0
Archer Heights,2019,10,5263.0,1601.0,8219.0
Archer Heights,2019,11,4051.0,1344.0,6679.0
Archer Heights,2019,12,3415.0,1216.0,5770.0
Archer Heights,2020,1,3769.0,1479.0,6620.0
Archer Heights,2020,2,3498.0,1275.0,5803.0
Archer Heights,2020,3,2681.0,760.0,4045.0
Archer Heights,2020,4,0.0,0.0,0.0
Archer Heights,2020,5,0.0,0.0,0.0
Archer Heights,2020,6,1398.0,244.0,2697.0
Archer Heights,2020,7,2151.0,457.0,3767.0
Archer Heights,2020,8,2103.0,527.0,3754.0
Archer Heights,2020,9,2194.0,587.0,3737.0
Archer Heights,2020,10,2365.0,597.0,3999.0
Archer Heights,2020,11,1954.0,483.0,3198.0
Archer Heights,2020,12,1816.0,501.0,3229.0
Archer Heights,2021,1,1852.0,500.0,2949.0
Archer Heights,2021,2,1587.0,402.0,2857.0
Archer Heights,2021,3,1858.0,626.0,3310.0
Archer Heights,2021,4,1791.0,546.0,3325.0
Archer Heights,2021,5,1842.0,533.0,2911.0
Archer Heights,2021,6,2328.0,563.0,2244.0
Archer Heights,2021,7,2847.0,693.0,2937.0
Archer Heights,2021,8,2538.0,695.0,2993.0
Archer Heights,2021,9,2395.0,697.0,2847.0
Archer Heights,2021,10,2579.0,688.0,3095.0
Archer Heights,2021,11,2574.0,668.0,2709.0
Archer Heights,2021,12,2129.0,612.0,2488.0
Archer Heights,2022,1,2341.0,742.0,2949.0
Archer Heights,2022,2,2131.0,586.0,2360.0
Archer Heights,2022,3,2628.0,832.0,3250.0
Archer Heights,2022,4,2690.0,756.0,3169.0
Archer Heights,2022,5,2049.0,697.0,2896.0
Archer Heights,2022,6,2432.0,765.0,4950.0
Archer Heights,2022,7,2505.0,654.0,3198.0
Archer Heights,2022,8,2377.0,824.0,3390.0
Archer Heights,2022,9,2259.0,861.0,3329.0
Archer Heights,2022,10,2054.0,720.0,4599.0
Archer Heights,2022,11,2099.0,669.0,5054.0
Archer Heights,2022,12,1778.0,676.0,2703.0
Archer Heights,2023,1,2014.0,805.0,3282.0
Archer Heights,2023,2,2263.0,701.0,6377.0
Archer Heights,2023,3,2656.0,856.0,6239.0
Archer Heights,2023,4,631.0,207.0,2610.0
Austin,2011,1,1755.0,2879.0,6713.0
Austin,2011,2,1316.0,2141.0,6250.0
Austin,2011,3,1942.0,2796.0,7054.0
Austin,2011,4,2200.0,2897.0,9139.0
Austin,2011,5,2133.0,2704.0,8857.0
Austin,2011,6,2359.0,3055.0,9586.0
Austin,2011,7,2080.0,2515.0,8352.0
Austin,2011,8,2405.0,3080.0,10359.0
Austin,2011,9,2417.0,2842.0,9151.0
Austin,2011,10,2571.0,2995.0,10016.0
Austin,2011,11,2233.0,2752.0,8461.0
Austin,2011,12,2116.0,2551.0,8368.0
Austin,2012,1,2120.0,2505.0,7210.0
Austin,2012,2,1964.0,2123.0,7797.0
Austin,2012,3,1960.0,2226.0,8602.0
Austin,2012,4,2117.0,2264.0,8383.0
Austin,2012,5,1960.0,2145.0,7891.0
Austin,2012,6,2004.0,2246.0,7739.0
Austin,2012,7,2329.0,2644.0,9702.0
Austin,2012,8,2466.0,2705.0,10971.0
Austin,2012,9,2686.0,2707.0,9649.0
Austin,2012,10,2738.0,2813.0,9644.0
Austin,2012,11,2311.0,2344.0,8004.0
Austin,2012,12,1869.0,2309.0,7500.0
Austin,2013,1,2038.0,2388.0,6977.0
Austin,2013,2,1744.0,1806.0,5146.0
Austin,2013,3,1865.0,2094.0,7208.0
Austin,2013,4,2100.0,2132.0,8120.0
Austin,2013,5,1718.0,1928.0,7495.0
Austin,2013,6,1926.0,2143.0,8600.0
Austin,2013,7,2300.0,2620.0,9219.0
Austin,2013,8,1734.0,2249.0,7883.0
Austin,2013,9,1990.0,2165.0,8052.0
Austin,2013,10,2205.0,2498.0,7920.0
Austin,2013,11,1777.0,2033.0,7429.0
Austin,2013,12,1550.0,1983.0,5713.0
Austin,2014,1,1472.0,1878.0,5517.0
Austin,2014,2,1500.0,1544.0,4864.0
Austin,2014,3,1601.0,1883.0,6572.0
Austin,2014,4,2014.0,2130.0,7287.0
Austin,2014,5,1794.0,1894.0,6578.0
Austin,2014,6,2167.0,2198.0,7836.0
Austin,2014,7,2280.0,2662.0,9356.0
Austin,2014,8,2203.0,2451.0,8088.0
Austin,2014,9,1918.0,2316.0,7438.0
Austin,2014,10,2203.0,2480.0,7515.0
Austin,2014,11,1965.0,1923.0,5519.0
Austin,2014,12,2277.0,1945.0,5978.0
Austin,2015,1,1850.0,1976.0,6241.0
Austin,2015,2,1603.0,1422.0,5340.0
Austin,2015,3,1638.0,1620.0,6007.0
Austin,2015,4,1904.0,1645.0,6403.0
Austin,2015,5,1660.0,1317.0,5246.0
Austin,2015,6,2093.0,1584.0,7417.0
Austin,2015,7,2139.0,1582.0,8461.0
Austin,2015,8,1919.0,1809.0,8026.0
Austin,2015,9,1674.0,1803.0,7124.0
Austin,2015,10,1939.0,1777.0,6489.0
Austin,2015,11,1966.0,1592.0,6028.0
Austin,2015,12,2057.0,1601.0,6218.0
Austin,2016,1,1984.0,1542.0,5849.0
Austin,2016,2,1901.0,1383.0,5190.0
Austin,2016,3,1885.0,1583.0,5691.0
Austin,2016,4,1847.0,1562.0,6313.0
Austin,2016,5,1566.0,1482.0,6092.0
Austin,2016,6,1776.0,1733.0,7489.0
Austin,2016,7,1786.0,1682.0,9012.0
Austin,2016,8,1919.0,1815.0,8202.0
Austin,2016,9,1638.0,1474.0,7521.0
Austin,2016,10,1693.0,1538.0,7257.0
Austin,2016,11,1772.0,1303.0,6395.0
Austin,2016,12,1505.0,1191.0,6632.0
Austin,2017,1,1217.0,1268.0,5395.0
Austin,2017,2,1253.0,1066.0,5271.0
Austin,2017,3,1492.0,1099.0,5899.0
Austin,2017,4,1307.0,987.0,5828.0
Austin,2017,5,1192.0,1112.0,5611.0
Austin,2017,6,1367.0,1199.0,6488.0
Austin,2017,7,1622.0,1326.0,8187.0
Austin,2017,8,1455.0,1560.0,8904.0
Austin,2017,9,1061.0,861.0,4921.0
Austin,2017,10,0.0,0.0,0.0
Austin,2017,11,49.0,0.0,0.0
Austin,2017,12,0.0,0.0,0.0
Austin,2018,1,0.0,0.0,0.0
Austin,2018,2,884.0,825.0,2581.0
Austin,2018,3,1266.0,1327.0,5958.0
Austin,2018,4,1059.0,1358.0,5873.0
Austin,2018,5,972.0,1300.0,5625.0
Austin,2018,6,1170.0,1642.0,6599.0
Austin,2018,7,1310.0,1873.0,8925.0
Austin,2018,8,1166.0,2026.0,8463.0
Austin,2018,9,809.0,1268.0,5100.0
Austin,2018,10,1162.0,1788.0,7087.0
Austin,2018,11,923.0,1556.0,5351.0
Austin,2018,12,848.0,1337.0,5921.0
Austin,2019,1,215.0,395.0,4878.0
Austin,2019,2,590.0,1350.0,5391.0
Austin,2019,3,706.0,1405.0,5655.0
Austin,2019,4,736.0,1194.0,5378.0
Austin,2019,5,806.0,1169.0,5178.0
Austin,2019,6,983.0,1407.0,5895.0
Austin,2019,7,1134.0,1412.0,7399.0
Austin,2019,8,1236.0,1505.0,7962.0
Austin,2019,9,1193.0,1267.0,6299.0
Austin,2019,10,1361.0,1744.0,7604.0
Austin,2019,11,1286.0,1748.0,8128.0
Austin,2019,12,1082.0,1692.0,7713.0
Austin,2020,1,1315.0,1999.0,9335.0
Austin,2020,2,1235.0,1912.0,9562.0
