BRANCH,YEAR,MONTH,CIRCULATION,COMPUTER_SESSIONS,VISITORS
Bucktown-Wicker Park,2019,4,8341.0,990.0,10603.0
Bucktown-Wicker Park,2019,5,8659.0,943.0,8590.0
Bucktown-Wicker Park,2019,6,9859.0,944.0,10533.0
Bucktown-Wicker Park,2019,7,10344.0,1034.0,11950.0
Bucktown-Wicker Park,2019,8,10569.0,974.0,11519.0
Bucktown-Wicker Park,2019,9,9277.0,920.0,9416.0
Bucktown-Wicker Park,2019,10,9444.0,1046.0,10659.0
Bucktown-Wicker Park,2019,11,8693.0,813.0,10384.0
Bucktown-Wicker Park,2019,12,7519.0,756.0,9460.0
Bucktown-Wicker Park,2020,1,9696.0,968.0,10699.0
Bucktown-Wicker Park,2020,2,9222.0,893.0,9981.0
Bucktown-Wicker Park,2020,3,6361.0,586.0,5663.0
Bucktown-Wicker Park,2020,4,0.0,0.0,0.0
Bucktown-Wicker Park,2020,5,0.0,0.0,0.0
Bucktown-Wicker Park,2020,6,4494.0,261.0,2034.0
Bucktown-Wicker Park,2020,7,6914.0,423.0,3654.0
Bucktown-Wicker Park,2020,8,7265.0,394.0,4991.0
Bucktown-Wicker Park,2020,9,7067.0,369.0,4948.0
Bucktown-Wicker Park,2020,10,9118.0,556.0,5154.0
Bucktown-Wicker Park,2020,11,7314.0,346.0,4552.0
Bucktown-Wicker Park,2020,12,7422.0,471.0,4813.0
Bucktown-Wicker Park,2021,1,7291.0,394.0,5015.0
Bucktown-Wicker Park,2021,2,6310.0,344.0,4257.0
Bucktown-Wicker Park,2021,3,7795.0,475.0,4969.0
Bucktown-Wicker Park,2021,4,7504.0,455.0,5355.0
Bucktown-Wicker Park,2021,5,7660.0,499.0,5364.0
Bucktown-Wicker Park,2021,6,8099.0,496.0,4530.0
Bucktown-Wicker Park,2021,7,8006.0,602.0,6287.0
Bucktown-Wicker Park,2021,8,7335.0,673.0,5834.0
Bucktown-Wicker Park,2021,9,7450.0,555.0,5961.0
Bucktown-Wicker Park,2021,10,7997.0,582.0,6668.0
Bucktown-Wicker Park,2021,11,7550.0,576.0,7070.0
Bucktown-Wicker Park,2021,12,6710.0,568.0,5676.0
Bucktown-Wicker Park,2022,1,8411.0,652.0,5015.0
Bucktown-Wicker Park,2022,2,7519.0,627.0,5954.0
Bucktown-Wicker Park,2022,3,8607.0,774.0,7115.0
Bucktown-Wicker Park,2022,4,8530.0,816.0,7525.0
Bucktown-Wicker Park,2022,5,7528.0,755.0,6111.0
Bucktown-Wicker Park,2022,6,8274.0,770.0,11320.0
Bucktown-Wicker Park,2022,7,8496.0,826.0,8472.0
Bucktown-Wicker Park,2022,8,8883.0,854.0,8434.0
Bucktown-Wicker Park,2022,9,8856.0,890.0,8088.0
Bucktown-Wicker Park,2022,10,8178.0,896.0,7620.0
Bucktown-Wicker Park,2022,11,8481.0,710.0,7122.0
Bucktown-Wicker Park,2022,12,7104.0,685.0,3317.0
Bucktown-Wicker Park,2023,1,8392.0,657.0,3662.0
Bucktown-Wicker Park,2023,2,8117.0,683.0,5151.0
Bucktown-Wicker Park,2023,3,9189.0,836.0,5208.0
Bucktown-Wicker Park,2023,4,8221.0,884.0,5988.0
Budlong Woods,2011,1,12841.0,2793.0,16769.0
Budlong Woods,2011,2,10823.0,2202.0,11152.0
Budlong Woods,2011,3,13647.0,2920.0,18561.0
Budlong Woods,2011,4,13244.0,2527.0,15723.0
Budlong Woods,2011,5,11637.0,2501.0,14857.0
Budlong Woods,2011,6,14817.0,2462.0,16925.0
Budlong Woods,2011,7,15273.0,2424.0,15494.0
Budlong Woods,2011,8,15410.0,3140.0,15175.0
Budlong Woods,2011,9,12609.0,2530.0,15952.0
Budlong Woods,2011,10,13648.0,2664.0,16414.0
Budlong Woods,2011,11,13791.0,2630.0,15653.0
Budlong Woods,2011,12,12531.0,2550.0,14152.0
Budlong Woods,2012,1,11676.0,2033.0,11864.0
Budlong Woods,2012,2,12629.0,2180.0,13224.0
Budlong Woods,2012,3,13609.0,2545.0,15257.0
Budlong Woods,2012,4,12872.0,2543.0,14100.0
Budlong Woods,2012,5,12148.0,2357.0,13484.0
Budlong Woods,2012,6,13227.0,2300.0,14224.0
Budlong Woods,2012,7,14047.0,2437.0,15533.0
Budlong Woods,2012,8,14325.0,2896.0,13935.0
Budlong Woods,2012,9,13998.0,2572.0,14585.0
Budlong Woods,2012,10,16145.0,2671.0,17982.0
Budlong Woods,2012,11,14722.0,2556.0,15187.0
Budlong Woods,2012,12,13356.0,2154.0,12331.0
Budlong Woods,2013,1,13938.0,2330.0,14030.0
Budlong Woods,2013,2,12107.0,2022.0,12823.0
Budlong Woods,2013,3,13763.0,2295.0,14232.0
Budlong Woods,2013,4,13155.0,2391.0,15835.0
Budlong Woods,2013,5,12122.0,2233.0,14540.0
Budlong Woods,2013,6,13612.0,2390.0,15241.0
Budlong Woods,2013,7,15444.0,2659.0,17212.0
Budlong Woods,2013,8,13270.0,2657.0,14970.0
Budlong Woods,2013,9,11652.0,2377.0,13069.0
Budlong Woods,2013,10,12706.0,2696.0,15732.0
Budlong Woods,2013,11,12072.0,2478.0,14051.0
Budlong Woods,2013,12,10244.0,2121.0,11654.0
Budlong Woods,2014,1,10963.0,2134.0,10367.0
Budlong Woods,2014,2,9892.0,2062.0,10881.0
Budlong Woods,2014,3,11657.0,2252.0,14216.0
Budlong Woods,2014,4,11634.0,2468.0,15013.0
Budlong Woods,2014,5,10992.0,2199.0,12501.0
Budlong Woods,2014,6,12346.0,2404.0,14864.0
Budlong Woods,2014,7,14063.0,2634.0,15376.0
Budlong Woods,2014,8,12405.0,2497.0,12525.0
Budlong Woods,2014,9,10664.0,2353.0,12311.0
Budlong Woods,2014,10,10427.0,2361.0,14283.0
Budlong Woods,2014,11,10026.0,2146.0,11553.0
Budlong Woods,2014,12,9337.0,2247.0,10414.0
Budlong Woods,2015,1,9868.0,2149.0,10093.0
Budlong Woods,2015,2,7965.0,1546.0,9851.0
Budlong Woods,2015,3,9414.0,1924.0,11631.0
Budlong Woods,2015,4,8922.0,2012.0,12034.0
Budlong Woods,2015,5,7915.0,1904.0,9405.0
Budlong Woods,2015,6,9277.0,2068.0,12545.0
Budlong Woods,2015,7,9833.0,2076.0,12019.0
Budlong Woods,2015,8,9402.0,2220.0,10463.0
Budlong Woods,2015,9,8962.0,1974.0,10765.0
Budlong Woods,2015,10,9313.0,2142.0,12258.0
Budlong Woods,2015,11,8624.0,1906.0,11282.0
Budlong Woods,2015,12,8259.0,1589.0,9433.0
Budlong Woods,2016,1,8294.0,1692.0,9835.0
Budlong Woods,2016,2,8315.0,1660.0,9606.0
Budlong Woods,2016,3,8475.0,1714.0,12417.0
Budlong Woods,2016,4,8165.0,1749.0,9918.0
Budlong Woods,2016,5,7151.0,1523.0,9437.0
Budlong Woods,2016,6,8357.0,1831.0,10484.0
Budlong Woods,2016,7,8631.0,1736.0,11114.0
Budlong Woods,2016,8,9551.0,1982.0,10837.0
Budlong Woods,2016,9,8635.0,1717.0,9871.0
Budlong Woods,2016,10,9794.0,1941.0,12323.0
Budlong Woods,2016,11,9689.0,1684.0,14176.0
Budlong Woods,2016,12,7773.0,1485.0,8197.0
Budlong Woods,2017,1,8152.0,1586.0,8921.0
Budlong Woods,2017,2,7413.0,1444.0,8313.0
Budlong Woods,2017,3,9462.0,1698.0,10367.0
Budlong Woods,2017,4,8129.0,1470.0,8869.0
Budlong Woods,2017,5,7127.0,1150.0,7509.0
Budlong Woods,2017,6,8706.0,1734.0,13768.0
Budlong Woods,2017,7,8346.0,1789.0,12055.0
Budlong Woods,2017,8,9462.0,1756.0,21339.0
Budlong Woods,2017,9,7931.0,1572.0,10431.0
Budlong Woods,2017,10,8151.0,1650.0,9272.0
Budlong Woods,2017,11,7785.0,1518.0,9980.0
Budlong Woods,2017,12,7057.0,1383.0,8577.0
Budlong Woods,2018,1,8078.0,1420.0,9138.0
Budlong Woods,2018,2,6727.0,1306.0,7892.0
Budlong Woods,2018,3,8350.0,1541.0,10595.0
Budlong Woods,2018,4,7251.0,1522.0,10130.0
Budlong Woods,2018,5,6679.0,1554.0,10012.0
Budlong Woods,2018,6,8308.0,1485.0,11395.0
Budlong Woods,2018,7,8824.0,1757.0,13613.0
Budlong Woods,2018,8,9000.0,1901.0,14127.0
Budlong Woods,2018,9,7999.0,1472.0,11754.0
Budlong Woods,2018,10,9291.0,1658.0,13226.0
Budlong Woods,2018,11,8256.0,1455.0,12051.0
Budlong Woods,2018,12,8434.0,1369.0,10283.0
Budlong Woods,2019,1,8892.0,1256.0,9917.0
Budlong Woods,2019,2,8935.0,1293.0,11174.0
Budlong Woods,2019,3,9106.0,1429.0,11358.0
Budlong Woods,2019,4,8191.0,1574.0,10868.0
Budlong Woods,2019,5,7487.0,1314.0,9672.0
Budlong Woods,2019,6,7449.0,1271.0,10735.0
Budlong Woods,2019,7,8624.0,1382.0,11979.0
Budlong Woods,2019,8,8233.0,1206.0,11038.0
Budlong Woods,2019,9,7203.0,1112.0,9372.0
Budlong Woods,2019,10,7790.0,1400.0,10725.0
Budlong Woods,2019,11,7191.0,1129.0,9318.0
Budlong Woods,2019,12,6498.0,1137.0,8893.0
Budlong Woods,2020,1,7384.0,1087.0,10069.0
Budlong Woods,2020,2,6714.0,1096.0,9802.0
Budlong Woods,2020,3,4696.0,601.0,8101.0
Budlong Woods,2020,4,0.0,0.0,0.0
Budlong Woods,2020,5,0.0,0.0,0.0
Budlong Woods,2020,6,3109.0,266.0,3299.0
Budlong Woods,2020,7,5321.0,458.0,5719.0
Budlong Woods,2020,8,5578.0,560.0,6141.0
Budlong Woods,2020,9,5659.0,588.0,5455.0
Budlong Woods,2020,10,6165.0,561.0,5560.0
Budlong Woods,2020,11,5467.0,555.0,5100.0
Budlong Woods,2020,12,5534.0,522.0,5095.0
Budlong Woods,2021,1,5277.0,565.0,5058.0
Budlong Woods,2021,2,4665.0,461.0,4386.0
Budlong Woods,2021,3,5837.0,738.0,5771.0
Budlong Woods,2021,4,5800.0,681.0,5662.0
Budlong Woods,2021,5,5365.0,652.0,5382.0
Budlong Woods,2021,6,6208.0,611.0,6008.0
Budlong Woods,2021,7,6639.0,683.0,7148.0
Budlong Woods,2021,8,6571.0,766.0,7031.0
Budlong Woods,2021,9,5725.0,687.0,6210.0
Budlong Woods,2021,10,5829.0,790.0,6390.0
Budlong Woods,2021,11,6116.0,762.0,6078.0
Budlong Woods,2021,12,5854.0,756.0,5559.0
Budlong Woods,2022,1,5948.0,731.0,5058.0
Budlong Woods,2022,2,5600.0,689.0,5714.0
Budlong Woods,2022,3,6369.0,863.0,7070.0
Budlong Woods,2022,4,5991.0,855.0,6613.0
Budlong Woods,2022,5,5265.0,794.0,6087.0
Budlong Woods,2022,6,6640.0,813.0,6615.0
Budlong Woods,2022,7,6747.0,826.0,8904.0
Budlong Woods,2022,8,6344.0,1011.0,7810.0
Budlong Woods,2022,9,5669.0,846.0,6659.0
Budlong Woods,2022,10,5962.0,869.0,8755.0
Budlong Woods,2022,11,6083.0,864.0,7259.0
Budlong Woods,2022,12,5431.0,876.0,3437.0
Budlong Woods,2023,1,6130.0,957.0,3641.0
Budlong Woods,2023,2,5793.0,894.0,6962.0
Budlong Woods,2023,3,7239.0,1236.0,6465.0
Budlong Woods,2023,4,5783.0,1081.0,5755.0
Canaryville,2011,1,2665.0,1563.0,3810.0
Canaryville,2011,2,2419.0,1207.0,3447.0
Canaryville,2011,3,3466.0,1717.0,4936.0
Canaryville,2011,4,2908.0,1556.0,4126.0
Canaryville,2011,5,2608.0,1551.0,4026.0
Canaryville,2011,6,2849.0,1611.0,6659.0
Canaryville,2011,7,3078.0,1301.0,5317.0
Canaryville,2011,8,3189.0,1723.0,6618.0
Canaryville,2011,9,3124.0,1512.0,3954.0
Canaryville,2011,10,3383.0,1460.0,6671.0
Canaryville,2011,11,3115.0,1344.0,4433.0
Canaryville,2011,12,2877.0,1233.0,3852.0
Canaryville,2012,1,2765.0,1126.0,3916.0
Canaryville,2012,2,2923.0,1355.0,4201.0
Canaryville,2012,3,3217.0,1437.0,4242.0
Canaryville,2012,4,2951.0,1272.0,3968.0
Canaryville,2012,5,2921.0,1219.0,3952.0
Canaryville,2012,6,3296.0,1222.0,4829.0
Canaryville,2012,7,3208.0,1463.0,4905.0
Canaryville,2012,8,3514.0,2014.0,5571.0
Canaryville,2012,9,3660.0,1909.0,5243.0
Canaryville,2012,10,3984.0,2173.0,6529.0
Canaryville,2012,11,3465.0,1969.0,4985.0
Canaryville,2012,12,2867.0,1907.0,4647.0
Canaryville,2013,1,3157.0,1821.0,4662.0
Canaryville,2013,2,2592.0,1458.0,3829.0
Canaryville,2013,3,3013.0,1667.0,4542.0
Canaryville,2013,4,2771.0,1711.0,4783.0
Canaryville,2013,5,2697.0,1472.0,4431.0
Canaryville,2013,6,3166.0,1463.0,5290.0
Canaryville,2013,7,3199.0,1407.0,5259.0
Canaryville,2013,8,2775.0,1475.0,4758.0
Canaryville,2013,9,2749.0,1363.0,4424.0
Canaryville,2013,10,3192.0,1609.0,4724.0
Canaryville,2013,11,2520.0,1582.0,4002.0
Canaryville,2013,12,2227.0,1383.0,3723.0
Canaryville,2014,1,2437.0,1229.0,3311.0
Canaryville,2014,2,2047.0,981.0,3073.0
Canaryville,2014,3,2456.0,1175.0,3412.0
Canaryville,2014,4,2224.0,1366.0,2917.0
Canaryville,2014,5,2056.0,1280.0,3000.0
Canaryville,2014,6,2487.0,1270.0,4352.0
Canaryville,2014,7,2690.0,1508.0,4665.0
Canaryville,2014,8,2342.0,1663.0,5189.0
Canaryville,2014,9,2849.0,1569.0,4452.0
Canaryville,2014,10,2689.0,1528.0,4405.0
Canaryville,2014,11,2394.0,1339.0,3562.0
Canaryville,2014,12,2002.0,1202.0,3715.0
Canaryville,2015,1,1712.0,1156.0,3171.0
Canaryville,2015,2,1484.0,926.0,2746.0
Canaryville,2015,3,1888.0,1046.0,3374.0
Canaryville,2015,4,2062.0,1164.0,3675.0
Canaryville,2015,5,1997.0,1058.0,3700.0
Canaryville,2015,6,2246.0,1339.0,3327.0
Canaryville,2015,7,2122.0,1126.0,4298.0
Canaryville,2015,8,2193.0,1241.0,4268.0
Canaryville,2015,9,1614.0,1101.0,5018.0
Canaryville,2015,10,2078.0,1313.0,5149.0
Canaryville,2015,11,1652.0,1189.0,3740.0
Canaryville,2015,12,1821.0,1235.0,3648.0
Canaryville,2016,1,1747.0,1015.0,3108.0
Canaryville,2016,2,1813.0,908.0,2930.0
Canaryville,2016,3,1826.0,908.0,3357.0
Canaryville,2016,4,1783.0,907.0,3228.0
Canaryville,2016,5,1666.0,883.0,3246.0
Canaryville,2016,6,1809.0,860.0,3993.0
Canaryville,2016,7,2000.0,863.0,3838.0
Canaryville,2016,8,2188.0,1001.0,4261.0
Canaryville,2016,9,1889.0,1018.0,3619.0
Canaryville,2016,10,1874.0,921.0,3603.0
Canaryville,2016,11,2017.0,826.0,2951.0
Canaryville,2016,12,1916.0,592.0,2764.0
Canaryville,2017,1,1703.0,835.0,3082.0
Canaryville,2017,2,1496.0,673.0,3676.0
Canaryville,2017,3,1904.0,680.0,3073.0
Canaryville,2017,4,1930.0,663.0,2565.0
Canaryville,2017,5,1717.0,707.0,3018.0
Canaryville,2017,6,2129.0,810.0,3717.0
Canaryville,2017,7,2249.0,834.0,3911.0
Canaryville,2017,8,2274.0,979.0,4039.0
Canaryville,2017,9,1897.0,885.0,3421.0
Canaryville,2017,10,1952.0,834.0,3408.0
Canaryville,2017,11,2059.0,820.0,3182.0
Canaryville,2017,12,1717.0,684.0,2743.0
Canaryville,2018,1,1904.0,730.0,2763.0
Canaryville,2018,2,1587.0,560.0,2864.0
Canaryville,2018,3,1851.0,645.0,3632.0
Canaryville,2018,4,1985.0,691.0,3302.0
Canaryville,2018,5,1831.0,674.0,3063.0
Canaryville,2018,6,2050.0,717.0,3576.0
Canaryville,2018,7,1984.0,628.0,4133.0
Canaryville,2018,8,2009.0,766.0,3795.0
Canaryville,2018,9,2067.0,794.0,3764.0
Canaryville,2018,10,2284.0,845.0,6460.0
Canaryville,2018,11,1820.0,629.0,3417.0
Canaryville,2018,12,1707.0,579.0,2969.0
Canaryville,2019,1,1617.0,533.0,2614.0
Canaryville,2019,2,1426.0,507.0,2956.0
Canaryville,2019,3,1735.0,542.0,3515.0
Canaryville,2019,4,1527.0,537.0,3195.0
Canaryville,2019,5,1562.0,536.0,3186.0
Canaryville,2019,6,1646.0,529.0,3617.0
Canaryville,2019,7,1793.0,470.0,3931.0
Canaryville,2019,8,1845.0,518.0,3467.0
Canaryville,2019,9,1612.0,385.0,3130.0
Canaryville,2019,10,1933.0,488.0,3435.0
Canaryville,2019,11,1749.0,512.0,3129.0
Canaryville,2019,12,1666.0,434.0,2748.0
Canaryville,2020,1,1538.0,440.0,2493.0
Canaryville,2020,2,1571.0,405.0,2555.0
Canaryville,2020,3,984.0,197.0,1355.0
Canaryville,2020,4,0.0,0.0,0.0
Canaryville,2020,5,6.0,0.0,0.0
Canaryville,2020,6,0.0,0.0,0.0
Canaryville,2020,7,0.0,0.0,0.0
Canaryville,2020,8,0.0,0.0,0.0
Canaryville,2020,9,0.0,0.0,0.0
Canaryville,2020,10,21.0,0.0,0.0
Canaryville,2020,11,0.0,0.0,0.0
Canaryville,2020,12,0.0,0.0,0.0
Canaryville,2021,1,0.0,0.0,0.0
Canaryville,2021,2,0.0,0.0,0.0
Canaryville,2021,3,0.0,0.0,0.0
Canaryville,2021,4,0.0,0.0,0.0
Canaryville,2021,5,0.0,0.0,0.0
Canaryville,2021,6,0.0,0.0,0.0
Canaryville,2021,7,131.0,27.0,396.0
Canaryville,2021,8,869.0,186.0,808.0
Canaryville,2021,9,1042.0,274.0,1744.0
Canaryville,2021,10,969.0,241.0,1778.0
Canaryville,2021,11,941.0,266.0,1586.0
Canaryville,2021,12,935.0,260.0,1599.0
Canaryville,2022,1,1035.0,227.0,0.0
Canaryville,2022,2,1058.0,205.0,1427.0
Canaryville,2022,3,1339.0,283.0,1854.0
Canaryville,2022,4,1356.0,284.0,1894.0
Canaryville,2022,5,69.0,1.0,33.0
Canaryville,2022,6,0.0,0.0,0.0
Canaryville,2022,7,399.0,101.0,736.0
Canaryville,2022,8,670.0,193.0,1184.0
Canaryville,2022,9,674.0,251.0,1038.0
Canaryville,2022,10,816.0,231.0,957.0
Canaryville,2022,11,718.0,196.0,887.0
Canaryville,2022,12,864.0,197.0,950.0
Canaryville,2023,1,993.0,238.0,1228.0
Canaryville,2023,2,847.0,255.0,1290.0
Canaryville,2023,3,1179.0,313.0,1720.0
Canaryville,2023,4,1003.0,315.0,1420.0
Chicago Bee,2011,1,1175.0,2003.0,4819.0
Chicago Bee,2011,2,1054.0,1564.0,6649.0
Chicago Bee,2011,3,1397.0,2020.0,6058.0
Chicago Bee,2011,4,1310.0,1931.0,6095.0
Chicago Bee,2011,5,1197.0,1990.0,6710.0
Chicago Bee,2011,6,1252.0,1794.0,4677.0
Chicago Bee,2011,7,1279.0,1765.0,4650.0
Chicago Bee,2011,8,1451.0,2114.0,4815.0
Chicago Bee,2011,9,1511.0,2193.0,5902.0
Chicago Bee,2011,10,1647.0,2208.0,6200.0
Chicago Bee,2011,11,1503.0,2211.0,5472.0
Chicago Bee,2011,12,1353.0,2187.0,5557.0
Chicago Bee,2012,1,1457.0,1818.0,5210.0
Chicago Bee,2012,2,1294.0,1551.0,5641.0
Chicago Bee,2012,3,1412.0,1625.0,7540.0
Chicago Bee,2012,4,1355.0,1658.0,5473.0
Chicago Bee,2012,5,1227.0,1592.0,6014.0
Chicago Bee,2012,6,1350.0,1498.0,5353.0
Chicago Bee,2012,7,1461.0,1393.0,4587.0
Chicago Bee,2012,8,1612.0,1873.0,5642.0
Chicago Bee,2012,9,1660.0,1868.0,5271.0
Chicago Bee,2012,10,1907.0,2195.0,10269.0
Chicago Bee,2012,11,1603.0,1947.0,7440.0
Chicago Bee,2012,12,1327.0,1614.0,4006.0
Chicago Bee,2013,1,1257.0,1649.0,4846.0
Chicago Bee,2013,2,1271.0,1379.0,4262.0
Chicago Bee,2013,3,1292.0,1458.0,4271.0
Chicago Bee,2013,4,1318.0,1498.0,4674.0
Chicago Bee,2013,5,1218.0,1547.0,5146.0
Chicago Bee,2013,6,1376.0,1500.0,4418.0
Chicago Bee,2013,7,1463.0,1391.0,4668.0
Chicago Bee,2013,8,1388.0,1708.0,4704.0
Chicago Bee,2013,9,1336.0,1911.0,5848.0
Chicago Bee,2013,10,1717.0,2040.0,6040.0
Chicago Bee,2013,11,1492.0,1729.0,4837.0
Chicago Bee,2013,12,1489.0,1574.0,4217.0
Chicago Bee,2014,1,1517.0,1530.0,4097.0
Chicago Bee,2014,2,1351.0,1592.0,4189.0
Chicago Bee,2014,3,1464.0,1577.0,5503.0
Chicago Bee,2014,4,1616.0,1562.0,4424.0
Chicago Bee,2014,5,1476.0,1628.0,4501.0
Chicago Bee,2014,6,1665.0,1608.0,4522.0
Chicago Bee,2014,7,1604.0,1891.0,5131.0
Chicago Bee,2014,8,1696.0,1911.0,4522.0
Chicago Bee,2014,9,1696.0,1952.0,5306.0
Chicago Bee,2014,10,2023.0,1850.0,8480.0
Chicago Bee,2014,11,1963.0,1762.0,6184.0
Chicago Bee,2014,12,1801.0,1712.0,4194.0
Chicago Bee,2015,1,1556.0,1569.0,4294.0
Chicago Bee,2015,2,1493.0,1274.0,6494.0
Chicago Bee,2015,3,1600.0,1517.0,6220.0
Chicago Bee,2015,4,1685.0,1371.0,5675.0
Chicago Bee,2015,5,1327.0,1370.0,5755.0
Chicago Bee,2015,6,1827.0,1354.0,5530.0
Chicago Bee,2015,7,1863.0,1461.0,5430.0
Chicago Bee,2015,8,1650.0,1588.0,5110.0
Chicago Bee,2015,9,1555.0,1793.0,5710.0
Chicago Bee,2015,10,1727.0,1641.0,5965.0
Chicago Bee,2015,11,1266.0,1304.0,5060.0
Chicago Bee,2015,12,1256.0,1330.0,5295.0
Chicago Bee,2016,1,1239.0,1345.0,5885.0
Chicago Bee,2016,2,1247.0,1338.0,6277.0
Chicago Bee,2016,3,1265.0,1432.0,7171.0
Chicago Bee,2016,4,1361.0,1410.0,5845.0
Chicago Bee,2016,5,1094.0,1280.0,5440.0
Chicago Bee,2016,6,1285.0,1285.0,7285.0
Chicago Bee,2016,7,1216.0,1136.0,5125.0
Chicago Bee,2016,8,1277.0,1465.0,5154.0
Chicago Bee,2016,9,1168.0,1263.0,4665.0
Chicago Bee,2016,10,1413.0,1382.0,7320.0
Chicago Bee,2016,11,1419.0,1276.0,6807.0
Chicago Bee,2016,12,1018.0,1087.0,3849.0
Chicago Bee,2017,1,1207.0,999.0,3795.0
Chicago Bee,2017,2,885.0,952.0,3985.0
Chicago Bee,2017,3,1075.0,1065.0,4190.0
Chicago Bee,2017,4,825.0,936.0,4024.0
Chicago Bee,2017,5,917.0,923.0,4280.0
Chicago Bee,2017,6,986.0,915.0,4092.0
Chicago Bee,2017,7,1178.0,975.0,3980.0
Chicago Bee,2017,8,1371.0,1174.0,4797.0
Chicago Bee,2017,9,1203.0,1163.0,4169.0
Chicago Bee,2017,10,1104.0,1060.0,4075.0
Chicago Bee,2017,11,1076.0,909.0,4391.0
Chicago Bee,2017,12,913.0,884.0,3362.0
Chicago Bee,2018,1,486.0,367.0,1666.0
Chicago Bee,2018,2,22.0,0.0,0.0
Chicago Bee,2018,3,0.0,0.0,0.0
Chicago Bee,2018,4,0.0,0.0,0.0
Chicago Bee,2018,5,0.0,0.0,0.0
Chicago Bee,2018,6,7.0,0.0,0.0
Chicago Bee,2018,7,0.0,0.0,0.0
Chicago Bee,2018,8,0.0,0.0,0.0
Chicago Bee,2018,9,0.0,0.0,0.0
Chicago Bee,2018,10,0.0,0.0,0.0
Chicago Bee,2018,11,97.0,82.0,174.0
Chicago Bee,2018,12,578.0,515.0,1789.0
Chicago Bee,2019,1,862.0,660.0,1585.0
Chicago Bee,2019,2,991.0,624.0,1742.0
Chicago Bee,2019,3,936.0,813.0,1957.0
Chicago Bee,2019,4,731.0,619.0,2287.0
Chicago Bee,2019,5,859.0,744.0,2114.0
Chicago Bee,2019,6,817.0,731.0,2335.0
Chicago Bee,2019,7,1076.0,855.0,2184.0
Chicago Bee,2019,8,1056.0,926.0,1920.0
Chicago Bee,2019,9,970.0,754.0,1720.0
Chicago Bee,2019,10,1068.0,1100.0,2296.0
Chicago Bee,2019,11,802.0,852.0,1925.0
Chicago Bee,2019,12,757.0,845.0,1643.0
Chicago Bee,2020,1,749.0,773.0,1905.0
Chicago Bee,2020,2,728.0,826.0,2577.0
Chicago Bee,2020,3,537.0,451.0,1414.0
Chicago Bee,2020,4,0.0,0.0,0.0
Chicago Bee,2020,5,0.0,0.0,0.0
Chicago Bee,2020,6,384.0,221.0,527.0
Chicago Bee,2020,7,594.0,312.0,479.0
Chicago Bee,2020,8,588.0,372.0,540.0
Chicago Bee,2020,9,750.0,359.0,590.0
Chicago Bee,2020,10,657.0,375.0,612.0
Chicago Bee,2020,11,498.0,308.0,506.0
Chicago Bee,2020,12,550.0,336.0,523.0
Chicago Bee,2021,1,595.0,331.0,496.0
Chicago Bee,2021,2,582.0,306.0,488.0
Chicago Bee,2021,3,506.0,373.0,595.0
Chicago Bee,2021,4,610.0,386.0,653.0
Chicago Bee,2021,5,594.0,421.0,866.0
Chicago Bee,2021,6,704.0,362.0,974.0
Chicago Bee,2021,7,634.0,356.0,898.0
Chicago Bee,2021,8,726.0,443.0,1130.0
Chicago Bee,2021,9,777.0,484.0,1076.0
Chicago Bee,2021,10,865.0,505.0,1145.0
Chicago Bee,2021,11,777.0,450.0,931.0
Chicago Bee,2021,12,521.0,481.0,936.0
Chicago Bee,2022,1,799.0,589.0,512.0
Chicago Bee,2022,2,543.0,470.0,900.0
Chicago Bee,2022,3,709.0,652.0,1002.0
Chicago Bee,2022,4,803.0,638.0,1086.0
Chicago Bee,2022,5,707.0,704.0,1211.0
Chicago Bee,2022,6,931.0,643.0,819.0
Chicago Bee,2022,7,778.0,591.0,1074.0
Chicago Bee,2022,8,770.0,698.0,993.0
Chicago Bee,2022,9,714.0,646.0,1162.0
Chicago Bee,2022,10,835.0,705.0,985.0
Chicago Bee,2022,11,718.0,569.0,841.0
Chicago Bee,2022,12,788.0,542.0,977.0
Chicago Bee,2023,1,839.0,643.0,881.0
Chicago Bee,2023,2,806.0,622.0,1022.0
Chicago Bee,2023,3,1021.0,662.0,1216.0
Chicago Bee,2023,4,753.0,631.0,1197.0
Chicago Lawn,2011,1,4578.0,2822.0,7553.0
Chicago Lawn,2011,2,3623.0,2074.0,6993.0
Chicago Lawn,2011,3,5756.0,2787.0,8428.0
Chicago Lawn,2011,4,5470.0,2761.0,9216.0
Chicago Lawn,2011,5,4397.0,2314.0,8969.0
Chicago Lawn,2011,6,5148.0,2816.0,10647.0
Chicago Lawn,2011,7,5674.0,2889.0,9487.0
Chicago Lawn,2011,8,5760.0,3369.0,9546.0
Chicago Lawn,2011,9,6538.0,2909.0,9049.0
Chicago Lawn,2011,10,7463.0,3174.0,10520.0
Chicago Lawn,2011,11,6229.0,2565.0,7991.0
Chicago Lawn,2011,12,5303.0,2374.0,7170.0
Chicago Lawn,2012,1,5636.0,2168.0,6892.0
Chicago Lawn,2012,2,5392.0,2101.0,6685.0
Chicago Lawn,2012,3,5283.0,2124.0,7743.0
Chicago Lawn,2012,4,5614.0,2329.0,7369.0
Chicago Lawn,2012,5,4692.0,2229.0,7383.0
Chicago Lawn,2012,6,5230.0,2290.0,8649.0
Chicago Lawn,2012,7,5811.0,2437.0,9105.0
Chicago Lawn,2012,8,5144.0,2707.0,9007.0
